id,title,authors,venue,publishing_date,url,date_found,source_mode,relevance_tier,theme_groups,headline,summary,abstract,notes,is_read,is_starred,user_lists
unknown-2026-safe-learning,Towards Safe Learning-Based Non-Linear MPC through Recurrent Neural Network Modeling,Not specified,arXiv:2603.24503,Mar 2026,https://arxiv.org/abs/2603.24503,2026-03-30,web_survey,probably,Safety & Verification|Planning & Control,RNN-based NMPC candidate generation with safety mechanisms requires fewer expert rollouts with better feasibility,Sequential neural policy approach for safe learning-based NMPC with safety-augmented mechanisms and improved feasibility.,"The practical deployment of nonlinear model predictive control (NMPC) is often limited by online computation: solving a nonlinear program at high control rates can be expensive on embedded hardware, especially when models are complex or horizons are long. Learning-based NMPC approximations shift this computation offline but typically demand large expert datasets and costly training. The authors propose Sequential-AMPC, a sequential neural policy that generates MPC candidate control sequences by sharing parameters across the prediction horizon. For deployment, they wrap the policy in a safety-augmented online evaluation and fallback mechanism, yielding Safe Sequential-AMPC. Compared to a naive feedforward policy baseline across several benchmarks, Sequential-AMPC requires substantially fewer expert MPC rollouts and yields candidate sequences with higher feasibility rates and improved closed-loop safety.",Probably: safe MPC + learning,false,false,
unknown-2026-context-imitation-2,In-Context Imitation Learning with Visual Reasoning,Not specified,arXiv:2603.07530,Mar 2026,https://arxiv.org/abs/2603.07530,2026-03-30,web_survey,probably,Imitation Learning,Visual reasoning enables in-context few-shot adaptation for manipulation without policy retraining,Incorporates visual reasoning into in-context imitation learning framework for vision-based manipulation tasks.,"In-context imitation learning enables robots to adapt to new tasks from a small number of demonstrations without additional training. However, existing approaches typically condition only on state-action trajectories and lack explicit representations of task intent, which hinders performance in complex and ambiguous task settings where the same actions may be consistent with different objectives. The paper presents ICLR, a novel framework that augments demonstration prompts with structured visual reasoning traces representing anticipated future robot trajectories in image space. ICLR jointly learns to generate reasoning traces and low-level actions within a unified autoregressive transformer, enabling the model to mimic not only action prediction, and the work demonstrates consistent improvements in success rates and generalization to unseen tasks and novel object configurations compared to other in-context imitation learning methods.",ICLR 2026; novel IL approach,false,false,
unknown-2026-metaworld-skill,MetaWorld: Skill Transfer and Composition in a Hierarchical World Model,Not specified,arXiv:2601.17507,Jan 2026,https://arxiv.org/abs/2601.17507,2026-03-30,web_survey,probably,Controller Composition,VLM-guided semantic parsing enables compositional skill transfer across tasks via hierarchical world model,Three-tier architecture using VLMs for semantic parsing and dynamic expert selection for composing primitive skills.,"Current methods face three limitations: Low sample efficiency in reinforcement learning, poor generalization in imitation learning, and physical inconsistency in VLMs. The paper proposes MetaWorld, a hierarchical world model that integrates semantic planning and physical control via expert policy transfer. The framework decouples tasks into a VLM-driven semantic layer and a latent dynamics model operating in a compact state space. The dynamic expert selection and motion prior fusion mechanism leverages a pre-trained multi-expert policy library as transferable knowledge, enabling efficient online adaptation via a two-stage framework. VLMs serve as semantic interfaces, mapping instructions to executable skills and bypassing symbol grounding. Experiments on Humanoid-Bench show MetaWorld outperforms world model-based RL in task completion and motion coherence.",Probably: controller composition with world models,false,false,
unknown-2026-molmobot-zero,MolmoBot: Zero-Shot Manipulation via Large Multimodal Models,Not specified,arXiv:2603.16861,Mar 2026,https://arxiv.org/abs/2603.16861,2026-03-30,web_survey,probably,VLA & Generalist Policies|Diffusion & Flow Policies,VLM backbone with DiT-based flow-matching head enables zero-shot real-world manipulation transfer,Augments vision-language model backbone with DiT-based flow-matching action head for zero-shot manipulation.,"A prevailing view in robot learning is that simulation alone is not enough; effective sim-to-real transfer is widely believed to require at least some real-world data collection or task-specific fine-tuning to bridge the gap between simulated and physical environments. This work challenges that assumption. With sufficiently large-scale and diverse simulated synthetic training data, zero-shot transfer to the real world is not only possible, but effective for both static and mobile manipulation. The paper introduces MolmoBot-Engine, a fully open-source pipeline for procedural data generation across robots, tasks, and diverse simulated environments in MolmoSpaces. With it, they release MolmoBot-Data, a dataset of 1.8 million expert trajectories for articulated object manipulation and pick-and-place tasks. The researchers train three policy classes: MolmoBot, a Molmo2-based multi-frame vision-language model with a flow-matching action head; MolmoBot-Pi0, which replicates the π₀ architecture.",Combines generalist VLM + flow matching,false,false,
unknown-2025-finetuning-vision,Robust Finetuning of Vision-Language-Action Robot Policies via Parameter Merging,Not specified,arXiv:2512.08333,Dec 2025,https://arxiv.org/abs/2512.08333,2026-03-30,web_survey,probably,VLA & Generalist Policies,Parameter merging prevents overfitting when adapting generalist VLA policies to limited task demonstrations,Addresses VLA overfitting via parameter merging for robust fine-tuning on limited task demonstrations.,"Generalist robot policies, trained on large and diverse datasets, have demonstrated the ability to generalize across a wide spectrum of behaviors, enabling a single policy to act in varied real-world environments. However, they still fall short on new tasks not covered in the training data. When finetuned on limited demonstrations of a new task, these policies often overfit to the specific demonstrations--not only losing their prior abilities to solve a wide variety of generalist tasks but also failing to generalize within the new task itself. In this work, we aim to develop a method that preserves the generalization capabilities of the generalist policy during finetuning, allowing a single policy to robustly incorporate a new skill into its repertoire. The approach involves averaging the generalist policy before and after finetuning, in weight space, to obtain finetuned policies that significantly improve generalization ability to unseen variations of the target task, and retain generalist capabilities on non-target tasks. The approach is called RETAIN, and model merging performance scales with the amount of pretraining data, and enables continual acquisition of new skills in a lifelong learning setting, without sacrificing previously learned generalist abilities.",Robustness of generalist policies,false,false,
unknown-2026-equibim-learning,EquiBim: Learning Symmetry-Equivariant Policy for Bimanual Manipulation,Not specified,arXiv:2603.08541,Mar 2026,https://arxiv.org/abs/2603.08541,2026-03-30,web_survey,probably,Imitation Learning,Bilateral equivariance constraints improve bimanual manipulation policy learning on dual-arm systems,Enforces bilateral symmetry-equivariance in bimanual policy learning validated on dual-arm robotic systems.,"Robotic imitation learning has achieved impressive success in learning complex manipulation behaviors from demonstrations. However, many existing robot learning methods do not explicitly account for the physical symmetries of robotic systems, often resulting in asymmetric or inconsistent behaviors under symmetric observations. This limitation is particularly pronounced in dual-arm manipulation, where bilateral symmetry is inherent to both the robot morphology and the structure of many tasks. The paper introduces EquiBim, a symmetry-equivariant policy learning framework for bimanual manipulation that enforces bilateral equivariance between observations and actions during training. The approach formulates physical symmetry as a group action on both observation and action spaces, and imposes an equivariance constraint on policy predictions under symmetric transformations. The framework is model-agnostic and can be seamlessly integrated into a wide range of imitation learning pipelines with diverse observation modalities and action representations, including point cloud-based and image-based policies, as well as both end-effector-space and joint-space parameterizations. The paper evaluates EquiBim on RoboTwin, a dual-arm robotic platform with symmetric kinematics, across diverse observation and action configurations in simulation and further validates the approach on a real-world dual-arm system. Across both simulation and physical experiments, the method consistently improves performance and robustness under distribution shifts.",Probably: novel IL architecture for bimanual tasks,false,false,
unknown-2026-human-robot,Human-to-Robot Interaction: Learning from Video Demonstration for Robot Imitation,Not specified,arXiv:2602.19184,Feb 2026,https://arxiv.org/abs/2602.19184,2026-03-30,web_survey,probably,Imitation Learning,Two-stage VLM+TD3 framework learns robot policies from human video demonstrations without motion capture,Decouples video understanding via VLMs from robot policy learning via TD3-based RL for cross-morphology imitation.,"The framework enables robots to acquire manipulation skills directly from unstructured video demonstrations, inspired by the human ability to learn by watching and imitating. Recent approaches attempt to extract manipulation commands directly from video demonstrations, yet face two critical challenges: general video captioning models prioritize global scene features over task-relevant objects, and end-to-end architectures require extensive paired datasets and struggle to generalize across objects and scenarios. The paper's key innovation is a modular framework that decouples the learning process into two distinct stages: Video Understanding, which combines Temporal Shift Modules (TSM) with Vision-Language Models (VLMs) to extract actions and identify interacted objects, and Robot Imitation—effectively translating this interpretation into executable manipulation policies.",Probably: IL from human video,false,false,
unknown-2026-irosa-interactive,IROSA: Interactive Robot Skill Adaptation using Natural Language,Not specified,arXiv:2603.03897,Mar 2026,https://arxiv.org/abs/2603.03897,2026-03-30,web_survey,probably,Controller Composition,LLM-guided tool selection and parameterization enables open-vocabulary skill adaptation without fine-tuning,Tool-based architecture leveraging pre-trained LLMs to select and parameterize skills for open-vocabulary robot adaptation.,"Foundation models have demonstrated impressive capabilities across diverse domains, while imitation learning provides principled methods for robot skill adaptation from limited data. Combining these approaches holds significant promise for direct application to robotics, yet this combination has received limited attention, particularly for industrial deployment. The framework enables open-vocabulary skill adaptation through a tool-based architecture, maintaining a protective abstraction layer between the language model and robot hardware, and leverages pre-trained LLMs to select and parameterize specific tools for adapting robot skills without requiring fine-tuning or direct model-to-robot interaction. The framework was demonstrated on a 7-DoF torque-controlled robot performing an industrial bearing ring insertion task, showing successful skill adaptation through natural language commands for speed adjustment, trajectory correction, and obstacle avoidance while maintaining safety, transparency, and interpretability.",Probably: language-guided skill composition,false,false,
unknown-2025-sample-what,Sample from What You See: Visuomotor Policy Learning via Diffusion Bridge,Not specified,arXiv:2512.07212,Dec 2025,https://arxiv.org/abs/2512.07212,2026-03-30,web_survey,probably,Diffusion & Flow Policies,Diffusion-bridge SDE integrates visual observations into action stochastic dynamics improving precision and reliability,BridgePolicy embeds observations into stochastic dynamics via diffusion-bridge SDE formulation over random noise initialization.,"Imitation learning with diffusion models has advanced robotic control by capturing multi-modal action distributions. However, existing methods typically treat observations only as high-level conditions to the denoising network, rather than integrating them into the stochastic dynamics of the diffusion process itself. As a result, the sampling is forced to begin from random noise, weakening the coupling between perception and control and often yielding suboptimal performance. The paper proposes BridgePolicy, a generative visuomotor policy that directly integrates observations into the stochastic dynamics via a diffusion-bridge formulation. By constructing an observation-informed trajectory, BridgePolicy enables sampling to start from a rich and informative prior rather than random noise, substantially improving precision and reliability in control. A key difficulty is that diffusion bridge normally connects distributions of matched dimensionality, while robotic observations are heterogeneous. To overcome this, the authors introduce a multi-modal fusion module and a semantic aligner to unify the visual and state inputs and align the observations with action representations, making diffusion bridge applicable to heterogeneous robot data. Extensive experiments across 52 simulation tasks on three benchmarks and 5 real-world tasks demonstrate that BridgePolicy consistently outperforms state-of-the-art generative policies.",Novel diffusion policy variant,false,false,
unknown-2025-taxonomy-evaluating,A Taxonomy for Evaluating Generalist Robot Manipulation Policies,Not specified,arXiv:2503.01238,Mar 2025,https://arxiv.org/abs/2503.01238,2026-03-30,web_survey,probably,VLA & Generalist Policies|Safety & Verification,STAR-Gen taxonomy systematically measures visual semantic and behavioral generalization in manipulation policies,Proposes STAR-Gen evaluation taxonomy for measuring visual semantic and behavioral generalization of generalist manipulation policies.,"Machine learning for robotics promises to unlock generalization to novel tasks and environments. Guided by this promise, many recent works have focused on scaling up robot data collection and developing larger, more expressive policies to achieve this. However, there is a fundamental challenge: how do we measure progress towards this goal of policy generalization in practice? Evaluating and quantifying generalization is described as 'the Wild West of modern robotics,' with each work proposing and measuring different types of generalization in their own, often difficult to reproduce, settings. The paper's goals are (1) to outline the forms of generalization believed to be important in robot manipulation in a comprehensive and fine-grained manner, and (2) to provide reproducible guidelines for measuring these notions of generalization. The authors propose ★-Gen (STAR-Gen), a taxonomy of generalization for robot manipulation structured around visual, semantic, and behavioral generalization. They instantiate ★-Gen with two case studies on real-world benchmarking: one based on open-source models and the Bridge V2 dataset, and another based on the bimanual ALOHA 2 platform that covers more dexterous and longer horizon tasks. The paper observes that current vision-language-action models struggle with various types of semantic generalization, despite the promise of pre-training on internet-scale language datasets.",Useful for evaluating generalist policy progress,false,false,
unknown-2026-gaze-regularized,Gaze-Regularized Vision-Language-Action Models for Robotic Manipulation,Not specified,arXiv:2603.23202,Mar 2026,https://arxiv.org/abs/2603.23202,2026-03-30,web_survey,probably,VLA & Generalist Policies,Aligning VLA attention with human gaze patterns yields 4-12% improvement in manipulation performance,Gaze-regularized training framework aligning VLA models internal attention maps with human visual attention patterns.,"Despite advances in Vision-Language-Action (VLA) models, robotic manipulation struggles with fine-grained tasks because current models lack mechanisms for active visual attention allocation. Human gaze naturally encodes intent, planning, and execution patterns -- offering a powerful supervisory signal for guiding robot perception. The paper introduces a gaze-regularized training framework that aligns VLA models' internal attention with human visual patterns without architectural modifications or inference-time overhead, transforming temporally aggregated gaze heatmaps into patch-level distributions and regularizing the transformer's attention through KL divergence, creating an inductive bias toward task-relevant features while preserving deployment efficiency. When integrated into existing VLA architectures, the approach yields 4-12% improvements across manipulation benchmarks, with gaze-regularized models reaching equivalent performance with fewer training steps and maintaining robustness under lighting variations and sensor noise. Beyond performance metrics, the learned attention patterns produce interpretable visualizations that mirror human strategies, the framework requires no eye-tracking equipment and applies directly to existing datasets, and human perceptual priors can significantly accelerate robot learning while improving both task performance and system interpretability.",Probably: VLA architecture improvement,false,false,
unknown-2026-lerobot-open,LeRobot: An Open-Source Library for End-to-End Robot Learning,Not specified,arXiv:2602.22818,Feb 2026,https://arxiv.org/abs/2602.22818,2026-03-30,web_survey,mildly,Imitation Learning,Open-source library consolidating robot data collection streaming and state-of-the-art learning algorithms,Comprehensive open-source library for robot learning including data collection dataset streaming and SOTA algorithms. ICLR 2026.,"Robotics is undergoing a significant transformation powered by advances in high-level control techniques based on machine learning, giving rise to the field of robot learning. Recent progress in robot learning has been accelerated by the increasing availability of affordable teleoperation systems, large-scale openly available datasets, and scalable learning-based methods. However, development in the field of robot learning is often slowed by fragmented, closed-source tools designed to only address specific sub-components within the robotics stack. LeRobot is an open-source library that integrates across the entire robot learning stack, from low-level middleware communication for motor controls to large-scale dataset collection, storage and streaming. The library is designed with a strong focus on real-world robotics, supporting accessible hardware platforms while remaining extensible to new embodiments. It also supports efficient implementations for various state-of-the-art robot learning algorithms from multiple prominent paradigms, as well as a generalized asynchronous inference stack. Unlike traditional pipelines which heavily rely on hand-crafted techniques, LeRobot emphasizes scalable learning approaches that improve directly with more data and compute. Designed for accessibility, scalability, and openness, LeRobot lowers the barrier to entry for researchers and practitioners to robotics while providing a platform for reproducible, state-of-the-art robot learning.",ICLR 2026 tool paper; mildly relevant,false,false,
unknown-2025-robocopilot-human,RoboCopilot: Human-in-the-loop Interactive Imitation Learning for Robot Manipulation,Not specified,arXiv:2503.07771,Mar 2025,https://arxiv.org/abs/2503.07771,2026-03-30,web_survey,probably,Imitation Learning|Active Learning,Robot adopts copilot role before skill training enabling efficient bimanual imitation from human guidance,Interactive demonstration framework where robot adopts assistive copilot role before extensive bimanual skill training.,"Learning from human demonstration is an effective approach for learning complex manipulation skills. However, existing approaches heavily focus on learning from passive human demonstration data for its simplicity in data collection. Interactive human teaching has appealing theoretical and practical properties, but they are not well supported by existing human-robot interfaces. This paper proposes a novel system that enables seamless control switching between human and an autonomous policy for bi-manual manipulation tasks, enabling more efficient learning of new tasks. This is achieved through a compliant, bilateral teleoperation system. The system adopts the algorithmic framework introduced by Human-Gated DAgger (HG-DAgger) for interactive imitation learning and adapts it to the manipulation setting. In this pipeline, they alternate between model training and data collection with a learned policy, where, during data collection, a human teleoperator interrupts and provides corrective feedback. This enables the robot to continually improve performance throughout the teaching process and collect higher-quality interactive data. The paper demonstrates the effectiveness of this approach through both simulation and hardware experiments on complex bi-manual manipulation tasks.",Probably: interactive IL for bimanual manipulation,false,false,
sa-2026-topological-obstructions,Topological Obstructions to the Existence of Control Barrier Functions,"Massimiliano de Sa, Aaron D. Ames",arXiv,Mar 2026,https://arxiv.org/abs/2603.18422,2026-03-31,email,definitely,Safety & Verification,Brockett-like topological conditions reveal when smooth CBFs provably cannot exist,"The paper establishes topological necessary conditions for the existence of control barrier functions (CBFs), analogous to Brockett's classical obstruction conditions for asymptotic stabilizability. By exploiting the unique geometry of CBF safe sets, the authors derive simple, self-contained derivations that reveal fundamental topological constraints on CBF existence. The results encompass necessary conditions for safe sets homeomorphic to a closed ball and generalize prior work on set stabilization, potentially guiding practitioners away from safe set geometries where CBF-based controllers cannot exist.","In 1983, Brockett developed a topological necessary condition for the existence of continuous, asymptotically stabilizing control laws. Building upon recent work on necessary conditions for set stabilization, we develop Brockett-like necessary conditions for the existence of control barrier functions (CBFs). By leveraging the unique geometry of CBF safe sets, we provide simple and self-contained derivations of necessary conditions for the existence of CBFs and their safe, continuous controllers. We demonstrate the application of these conditions to instructive examples and kinematic nonholonomic systems, and discuss their relationship to Brockett's necessary condition.",,false,false,
kiss-2026-integral-control,"Integral Control Barrier Functions with Input Delay: Prediction, Feasibility, and Robustness","Adam K. Kiss, Ersin Das, Tamas G. Molnar, Aaron D. Ames",arXiv,Mar 2026,https://arxiv.org/abs/2603.24566,2026-03-31,email,definitely,Safety & Verification,Prediction-based integral CBFs handle input delay with safety and feasibility guarantees,"Time delays in feedback loops can cause controllers to respond too late and apply excessively large corrections, causing safety violations and infeasibility. This paper extends integral CBF theory to nonlinear systems with input delay using predictor feedback, constructing a framework that handles both state constraint safety and input constraint feasibility simultaneously. The authors analyze robustness to model uncertainty and provide conditions ensuring the framework remains valid across a range of delay values.","Time delays in feedback control loops can cause controllers to respond too late, and with excessively large corrective actions, leading to unsafe behavior (violation of state constraints) and controller infeasibility (violation of input constraints). To address this problem, we develop a safety-critical control framework for nonlinear systems with input delay using dynamically defined (integral) controllers. Building on the concept of Integral Control Barrier Functions (ICBFs), we concurrently address two fundamental challenges: compensating the effect of delays, while ensuring feasibility when state and input constraints are imposed jointly. To this end, we embed predictor feedback into a dynamically defined control law to compensate for delays, with the predicted state evolving according to delay-free dynamics. Then, utilizing ICBFs, we formulate a quadratic program for safe control design. For systems subject to simultaneous state and input constraints, we derive a closed-form feasibility condition for the resulting controller, yielding a compatible ICBF pair that guarantees forward invariance under delay. We also address robustness to prediction errors (e.g., caused by delay uncertainty) using tunable robust ICBFs. Our approach is validated on an adaptive cruise control example with actuation delay.",,false,false,
gacsi-2026-enforcing-mixed,Enforcing Mixed State-Input Constraints with Multiple Backup Control Barrier Functions: A Projection-based Approach,"Laszlo Gacsi, Adam K. Kiss, Ersin Das, Tamas G. Molnar",arXiv,Mar 2026,https://arxiv.org/abs/2603.17097,2026-03-31,email,definitely,Safety & Verification,"Projection-based backup CBFs unify state, input, and mixed safety constraints in a single framework","Many real systems require satisfying constraints that couple both states and inputs (e.g., power constraints involving both velocity and force). This paper generalizes backup CBF theory to handle mixed state-input constraints through a projection-based approach using multiple backup barrier functions. The unified framework enforces state constraints, input constraints, and mixed constraints simultaneously, providing a principled safety-critical control design for systems with complex constraint structures.","Ensuring the safety of control systems often requires the satisfaction of constraints on states (such as position or velocity), control inputs (such as force), and a mixture of states and inputs (such as power that depends on both velocity and force). This paper presents a safety-critical control framework for enforcing mixed state-input constraints through a generalization of backup control barrier functions (backup CBFs). First, we extend the backup CBF approach to maintain multiple decoupled state and input constraints using a single backup set-backup controller pair. Second, we address mixed state-input constraints by converting them into state constraints using a projection from the state-input space to the state space along the backup controller. In the special case of decoupled state and input constraints, the proposed method simplifies the synthesis of backup CBFs by eliminating the need for saturating backup control laws. Finally, we demonstrate the efficacy of the proposed method on an inverted pendulum example, where constraints on the angle (state), torque (input), and power (mixture of state and input) are satisfied simultaneously.",,false,false,
muenprasitivej-2026-contingency-aware,Contingency-Aware Planning via Certified Neural Hamilton-Jacobi Reachability,"Kasidit Muenprasitivej, Derya Aksaray",arXiv,Mar 2026,https://arxiv.org/abs/2603.17022,2026-03-31,email,definitely,Safety & Verification|Planning & Control,Fourier Neural Operators accelerate HJ reachability enabling certified real-time contingency planning,"Hamilton-Jacobi reachability provides formal safety guarantees but solving HJ PDEs is computationally prohibitive for high-dimensional systems. This paper employs a Fourier Neural Operator (FNO) to approximate the HJ-Isaacs solution operator, enabling certified reachability computation compatible with real-time planning rates. The resulting contingency-aware navigation framework integrates neural reachability certificates with sampling-based planning to handle unknown environments with multiple possible goals.","Hamilton-Jacobi (HJ) reachability provides formal safety guarantees for dynamical systems, but solving high-dimensional HJ partial differential equations limits its use in real-time planning. This paper presents a contingency-aware multi-goal navigation framework that integrates learning-based reachability with sampling-based planning in unknown environments. We use Fourier Neural Operator (FNO) to approximate the solution operator of the Hamilton-Jacobi-Isaacs variational inequality under varying obstacle configurations. We first provide a theoretical under-approximation guarantee on the safe backward reach-avoid set, which enables formal safety certification of the learned reachable sets. Then, we integrate the certified reachable sets with an incremental multi-goal planner, which enforces reachable-set constraints and a recovery policy that guarantees finite-time return to a safe region. Overall, we demonstrate that the proposed framework achieves asymptotically optimal navigation with provable contingency behavior, and validate its performance through real-time deployment on KUKA's youBot in Webots simulation.",,false,false,
gadginmath-2026-constricting-tubes,Constricting Tubes for Prescribed-Time Safe Control,"Darshan Gadginmath, Ahmed Allibhoy, Fabio Pasqualetti",arXiv,Mar 2026,https://arxiv.org/abs/2603.17003,2026-03-31,email,definitely,Safety & Verification,Time-varying CBF tubes constrict to the safe set guaranteeing prescribed-time safe recovery,"This paper introduces a constricting CBF framework for systems that start outside the desired safe set and must enter it by a specified deadline. A time-varying tube shrinks from a relaxed initial set containing the starting condition to the target safe set at the user-specified time, and any controller rendering the tube forward invariant achieves prescribed-time recovery by construction. The constriction schedule is bounded and tunable, and the framework integrates with standard CBF-based QP controllers.","We propose a constricting Control Barrier Function (CBF) framework for prescribed-time control of control-affine systems with input constraints. Given a system starting outside a target safe set, we construct a time-varying safety tube that shrinks from a relaxed set containing the initial condition to the target set at a user-specified deadline. Any controller rendering this tube forward invariant guarantees prescribed-time recovery by construction. The constriction schedule is bounded and tunable by design, in contrast to prescribed-time methods where control effort diverges near the deadline. Feasibility under input constraints reduces to a single verifiable condition on the constriction rate, yielding a closed-form minimum recovery time as a function of control authority and initial violation. The framework imposes a single affine constraint per timestep regardless of state dimension, scaling to settings where grid-based reachability methods are intractable. We validate on a 16-dimensional multi-agent system and a unicycle reach-avoid problem, demonstrating prescribed-time recovery with bounded control effort.",,false,false,
udupa-2026-information-driven,Information-Driven Active Perception for k-step Predictive Safety Monitoring,"Sumukha Udupa, Jie Fu",arXiv,Mar 2026,https://arxiv.org/abs/2603.23450,2026-03-31,email,definitely,Safety & Verification|Active Learning,Active sensor scheduling maximizes information gain for k-step predictive safety under budget constraints,"This work studies active perception policy synthesis for predictive safety monitoring in partially observable stochastic systems operating under strict sensing and communication budgets. The system dynamics are modeled as a labeled HMM and safety requirements as a DFA, with the monitor dynamically scheduling sensor queries to maximize information gain about safety over a k-step horizon. The framework bridges information-theoretic active learning with formal safety verification, connecting to active data collection strategies relevant for safety-critical robotics.","This work studies the synthesis of active perception policies for predictive safety monitoring in partially observable stochastic systems. Operating under strict sensing and communication budgets, the proposed monitor dynamically schedules sensor queries to maximize information gain about the safety of future states. The underlying stochastic dynamics are captured by a labeled hidden Markov model (HMM), with safety requirements defined by a deterministic finite automaton (DFA). To enable active information acquisition, we introduce minimizing k-step Shannon conditional entropy of the safety of future states as a planning objective, under the constraint of a limited sensor query budget. Using observable operators, we derive an efficient algorithm to compute the k-step conditional entropy and analyze key properties of the conditional entropy gradient with respect to policy parameters. We validate the effectiveness of the method for predictive safety monitoring through a dynamic congestion game example.",,false,false,
sesia-2026-elements-conformal,Elements of Conformal Prediction for Statisticians,"Matteo Sesia, Stefano Favaro",arXiv,Mar 2026,https://arxiv.org/abs/2603.23923,2026-03-31,email,definitely,Conformal Prediction,Statistical tutorial connecting conformal prediction theory to high-dimensional ML applications,"This tutorial presents conformal prediction from a rigorous statistical perspective, addressing statisticians seeking formal foundations for distribution-free predictive inference. The paper covers coverage guarantees, efficiency properties, and the relationships between conformal methods and classical statistical frameworks. It serves as a bridge between the rapidly growing ML literature on conformal prediction and the statistical community, particularly relevant for researchers using conformal methods for safety and uncertainty quantification in robotics.","Predictive inference is a fundamental task in statistics, traditionally addressed using parametric assumptions about the data distribution and detailed analyses of how models learn from data. In recent years, conformal prediction has emerged as a rapidly growing alternative framework that is particularly well suited to modern applications involving high-dimensional data and complex machine learning models. Its appeal stems from being both distribution-free -- relying mainly on symmetry assumptions such as exchangeability -- and model-agnostic, treating the learning algorithm as a black box. Even under such limited assumptions, conformal prediction provides exact finite-sample guarantees, though these are typically of a marginal nature that requires careful interpretation. This paper explains the core ideas of conformal prediction and reviews selected methods. Rather than offering an exhaustive survey, it aims to provide a clear conceptual entry point and a pedagogical overview of the field.",,false,false,
gao-2026-flow-matching,Flow Matching Policy with Entropy Regularization,"Ting Gao, Stavros Orfanoudakis, Nan Lin, Elvin Isufi, Winnie Daamen, Serge Hoogendoorn",arXiv,Mar 2026,https://arxiv.org/abs/2603.17685,2026-03-31,email,definitely,Diffusion & Flow Policies|Reinforcement Learning,Entropy-regularized flow matching gives tractable policy gradients overcoming SDE-based diffusion limits in RL,"SDE-based diffusion policies in RL suffer from intractable entropy computation and expensive policy gradients through iterative denoising chains. This paper proposes a flow matching policy formulation that incorporates direct entropy regularization, enabling tractable exact entropy control without the denoising bottleneck. The result is a computationally efficient generative policy class with principled exploration for reinforcement learning, combining the representational power of flow models with practical RL training.","Diffusion-based policies have gained significant popularity in Reinforcement Learning (RL) due to their ability to represent complex, non-Gaussian distributions. Stochastic Differential Equation (SDE)-based diffusion policies often rely on indirect entropy control due to the intractability of the exact entropy, while also suffering from computationally prohibitive policy gradients through the iterative denoising chain. To overcome these issues, we propose Flow Matching Policy with Entropy Regularization (FMER), an Ordinary Differential Equation (ODE)-based online RL framework. FMER parameterizes the policy via flow matching and samples actions along a straight probability path, motivated by optimal transport. FMER leverages the model's generative nature to construct an advantage-weighted target velocity field from a candidate set, steering policy updates toward high-value regions. By deriving a tractable entropy objective, FMER enables principled maximum-entropy optimization for enhanced exploration. Experiments on sparse multi-goal FrankaKitchen benchmarks demonstrate that FMER outperforms state-of-the-art methods, while remaining competitive on standard MuJoco benchmarks. Moreover, FMER reduces training time by 7x compared to heavy diffusion baselines (QVPO) and 10-15% relative to efficient variants.",,true,true,
al-2026-safety-guarantees,Safety Guarantees for Neural Network-Encoded Control Policies Through Constrained Reinforcement Learning,H Entenmann et al.,IEEE Robotics and Automation Letters,2026,https://ieeexplore.ieee.org/document/11430591,2026-03-31,email,definitely,Safety & Verification|Reinforcement Learning,Constrained RL training embeds CBF-based safety guarantees directly into neural network policies,"This paper proposes a constrained reinforcement learning framework for training neural network controllers that satisfy formal safety guarantees encoded via control barrier functions. Safety constraints are integrated directly into the RL training objective, ensuring that the learned neural policy satisfies CBF-based conditions throughout training. The approach provides a principled connection between data-driven RL policy training and the formal verification of safety properties for neural controllers, appearing in IEEE RA-L.","Neural network-based control policies offer flexibility but lack formal safety guarantees. This work proposes training such policies via constrained reinforcement learning using control barrier function conditions as explicit constraints, so that the resulting neural policy provably satisfies safety specifications. The framework is validated on robotic control tasks, demonstrating that safety guarantees can be embedded into learned policies without sacrificing task performance.",,false,false,
